1  1  1  1  4.16663034
1  1  1  2  0.64084888
1  1  1  6  0.15971242
1  1  1  7  0.15971248
1  1  1  8  0.15971248
1  1  2  1  0.64084888
1  1  2  2  0.96986387
1  1  2  6  0.37132615
1  1  2  7  0.37132625
1  1  2  8  0.37132625
1  1  3  3  0.96712375
1  1  4  4  0.96712375
1  1  5  5  0.96712375
1  1  4  6  0.26388684
1  1  5  6  -0.10903809
1  1  3  7  0.22853282
1  1  4  7  -0.13194333
1  1  5  7  -0.10903813
1  1  3  8  -0.22853282
1  1  4  8  -0.13194333
1  1  5  8  -0.10903813
1  1  6  1  0.15971242
1  1  6  2  0.37132615
1  1  6  4  0.26388684
1  1  6  5  -0.10903809
1  1  6  6  0.50471882
1  1  6  7  0.13151546
1  1  6  8  0.13151546
1  1  7  1  0.15971248
1  1  7  2  0.37132625
1  1  7  3  0.22853282
1  1  7  4  -0.13194333
1  1  7  5  -0.10903813
1  1  7  6  0.13151546
1  1  7  7  0.50471889
1  1  7  8  0.13151539
1  1  8  1  0.15971248
1  1  8  2  0.37132625
1  1  8  3  -0.22853282
1  1  8  4  -0.13194333
1  1  8  5  -0.10903813
1  1  8  6  0.13151546
1  1  8  7  0.13151539
1  1  8  8  0.50471889
1  2  1  1  0.64084888
1  2  1  2  0.11746124
1  2  1  6  0.02903286
1  2  1  7  0.02903287
1  2  1  8  0.02903287
1  2  2  1  0.11746124
1  2  2  2  0.22093566
1  2  2  6  0.08555780
1  2  2  7  0.08555783
1  2  2  8  0.08555783
1  2  3  3  0.22097739
1  2  4  4  0.22097739
1  2  5  5  0.22097739
1  2  4  6  0.06159400
1  2  5  6  -0.02545065
1  2  3  7  0.05334199
1  2  4  7  -0.03079698
1  2  5  7  -0.02545066
1  2  3  8  -0.05334199
1  2  4  8  -0.03079698
1  2  5  8  -0.02545066
1  2  6  1  0.02903286
1  2  6  2  0.08555780
1  2  6  4  0.06159400
1  2  6  5  -0.02545065
1  2  6  6  0.11816611
1  2  6  7  0.03050093
1  2  6  8  0.03050093
1  2  7  1  0.02903287
1  2  7  2  0.08555783
1  2  7  3  0.05334199
1  2  7  4  -0.03079698
1  2  7  5  -0.02545066
1  2  7  6  0.03050093
1  2  7  7  0.11816613
1  2  7  8  0.03050092
1  2  8  1  0.02903287
1  2  8  2  0.08555783
1  2  8  3  -0.05334199
1  2  8  4  -0.03079698
1  2  8  5  -0.02545066
1  2  8  6  0.03050093
1  2  8  7  0.03050092
1  2  8  8  0.11816613
1  3  1  3  0.02096043
1  4  1  4  0.02096043
1  5  1  5  0.02096043
1  4  1  6  0.00141193
1  5  1  6  -0.00058341
1  3  1  7  0.00122277
1  4  1  7  -0.00070597
1  5  1  7  -0.00058341
1  3  1  8  -0.00122277
1  4  1  8  -0.00070597
1  5  1  8  -0.00058341
1  3  2  3  0.03245163
1  4  2  4  0.03245163
1  5  2  5  0.03245163
1  4  2  6  0.00661240
1  5  2  6  -0.00273225
1  3  2  7  0.00572651
1  4  2  7  -0.00330620
1  5  2  7  -0.00273225
1  3  2  8  -0.00572651
1  4  2  8  -0.00330620
1  5  2  8  -0.00273225
1  3  3  1  0.02096043
1  4  4  1  0.02096043
1  5  5  1  0.02096043
1  3  3  2  0.03245163
1  4  4  2  0.03245163
1  5  5  2  0.03245163
1  3  3  6  0.00892276
1  4  4  6  0.01310200
1  4  5  6  -0.00172686
1  5  4  6  -0.00172686
1  5  5  6  0.00963630
1  3  3  7  0.01205720
1  3  4  7  -0.00180966
1  3  5  7  -0.00149551
1  4  3  7  -0.00180966
1  4  4  7  0.00996757
1  4  5  7  0.00086343
1  5  3  7  -0.00149551
1  5  4  7  0.00086343
1  5  5  7  0.00963631
1  3  3  8  0.01205720
1  3  4  8  0.00180966
1  3  5  8  0.00149551
1  4  3  8  0.00180966
1  4  4  8  0.00996757
1  4  5  8  0.00086343
1  5  3  8  0.00149551
1  5  4  8  0.00086343
1  5  5  8  0.00963631
1  4  6  1  0.00141193
1  5  6  1  -0.00058341
1  4  6  2  0.00661240
1  5  6  2  -0.00273225
1  3  6  3  0.00892276
1  4  6  4  0.01310200
1  4  6  5  -0.00172686
1  5  6  4  -0.00172686
1  5  6  5  0.00963630
1  4  6  6  0.01209123
1  5  6  6  -0.00499610
1  3  6  7  0.00164152
1  4  6  7  0.00094773
1  5  6  7  -0.00156641
1  3  6  8  -0.00164152
1  4  6  8  0.00094773
1  5  6  8  -0.00156641
1  3  7  1  0.00122277
1  4  7  1  -0.00070597
1  5  7  1  -0.00058341
1  3  7  2  0.00572651
1  4  7  2  -0.00330620
1  5  7  2  -0.00273225
1  3  7  3  0.01205720
1  3  7  4  -0.00180966
1  3  7  5  -0.00149551
1  4  7  3  -0.00180966
1  4  7  4  0.00996757
1  4  7  5  0.00086343
1  5  7  3  -0.00149551
1  5  7  4  0.00086343
1  5  7  5  0.00963631
1  3  7  6  0.00164152
1  4  7  6  0.00094773
1  5  7  6  -0.00156641
1  3  7  7  0.01047132
1  4  7  7  -0.00604561
1  5  7  7  -0.00499610
1  4  7  8  -0.00189546
1  5  7  8  -0.00156641
1  3  8  1  -0.00122277
1  4  8  1  -0.00070597
1  5  8  1  -0.00058341
1  3  8  2  -0.00572651
1  4  8  2  -0.00330620
1  5  8  2  -0.00273225
1  3  8  3  0.01205720
1  3  8  4  0.00180966
1  3  8  5  0.00149551
1  4  8  3  0.00180966
1  4  8  4  0.00996757
1  4  8  5  0.00086343
1  5  8  3  0.00149551
1  5  8  4  0.00086343
1  5  8  5  0.00963631
1  3  8  6  -0.00164152
1  4  8  6  0.00094773
1  5  8  6  -0.00156641
1  4  8  7  -0.00189546
1  5  8  7  -0.00156641
1  3  8  8  -0.01047132
1  4  8  8  -0.00604561
1  5  8  8  -0.00499610
1  6  1  1  0.15971242
1  6  1  2  0.02903286
1  6  1  4  0.00141193
1  6  1  5  -0.00058341
1  6  1  6  0.00729739
1  6  1  7  0.00714527
1  6  1  8  0.00714527
1  6  2  1  0.02903286
1  6  2  2  0.05427027
1  6  2  4  0.00264061
1  6  2  5  -0.00109110
1  6  2  6  0.02171461
1  6  2  7  0.02082219
1  6  2  8  0.02082219
1  6  4  1  0.00141193
1  6  5  1  -0.00058341
1  6  4  2  0.00264061
1  6  5  2  -0.00109110
1  6  3  3  0.05413420
1  6  4  4  0.05448841
1  6  4  5  -0.00014636
1  6  5  4  -0.00014636
1  6  5  5  0.05419468
1  6  4  6  0.01636116
1  6  5  6  -0.00676043
1  6  3  7  0.01297638
1  6  4  7  -0.00677469
1  6  5  7  -0.00648767
1  6  3  8  -0.01297638
1  6  4  8  -0.00677469
1  6  5  8  -0.00648767
1  6  6  1  0.00729739
1  6  6  2  0.02171461
1  6  6  4  0.01636116
1  6  6  5  -0.00676043
1  6  6  6  0.03036376
1  6  6  7  0.00763422
1  6  6  8  0.00763422
1  6  7  1  0.00714527
1  6  7  2  0.02082219
1  6  7  3  0.01297638
1  6  7  4  -0.00677469
1  6  7  5  -0.00648767
1  6  7  6  0.00763422
1  6  7  7  0.02865840
1  6  7  8  0.00738324
1  6  8  1  0.00714527
1  6  8  2  0.02082219
1  6  8  3  -0.01297638
1  6  8  4  -0.00677469
1  6  8  5  -0.00648767
1  6  8  6  0.00763422
1  6  8  7  0.00738324
1  6  8  8  0.02865840
1  7  1  1  0.15971248
1  7  1  2  0.02903287
1  7  1  3  0.00122277
1  7  1  4  -0.00070597
1  7  1  5  -0.00058341
1  7  1  6  0.00714527
1  7  1  7  0.00729739
1  7  1  8  0.00714527
1  7  2  1  0.02903287
1  7  2  2  0.05427029
1  7  2  3  0.00228683
1  7  2  4  -0.00132030
1  7  2  5  -0.00109110
1  7  2  6  0.02082219
1  7  2  7  0.02171463
1  7  2  8  0.02082220
1  7  3  1  0.00122277
1  7  4  1  -0.00070597
1  7  5  1  -0.00058341
1  7  3  2  0.00228683
1  7  4  2  -0.00132030
1  7  5  2  -0.00109110
1  7  3  3  0.05439988
1  7  3  4  -0.00015338
1  7  3  5  -0.00012675
1  7  4  3  -0.00015338
1  7  4  4  0.05422277
1  7  4  5  0.00007318
1  7  5  3  -0.00012675
1  7  5  4  0.00007318
1  7  5  5  0.05419470
1  7  3  6  0.00062113
1  7  4  6  0.01462522
1  7  5  6  -0.00648767
1  7  3  7  0.01416919
1  7  4  7  -0.00818058
1  7  5  7  -0.00676044
1  7  3  8  -0.01235526
