1  1  1  1  1.54393568
1  1  1  2  0.78544719
1  1  1  3  0.21516822
1  1  1  4  0.34368858
1  1  2  1  0.78544719
1  1  2  2  0.80395186
1  1  2  3  0.30783235
1  1  2  4  0.46101624
1  1  3  1  0.21516822
1  1  3  2  0.30783235
1  1  3  3  0.56243487
1  1  3  4  0.35935922
1  1  4  1  0.34368858
1  1  4  2  0.46101624
1  1  4  3  0.35935922
1  1  4  4  0.46809827
1  2  1  1  0.78544719
1  2  1  2  0.42702546
1  2  1  3  0.11978095
1  2  1  4  0.18896662
1  2  2  1  0.42702546
1  2  2  2  0.47618957
1  2  2  3  0.18653952
1  2  2  4  0.27806799
1  2  3  1  0.11978095
1  2  3  2  0.18653952
1  2  3  3  0.35179663
1  2  3  4  0.22323419
1  2  4  1  0.18896662
1  2  4  2  0.27806799
1  2  4  3  0.22323419
1  2  4  4  0.29033110
1  3  1  1  0.21516822
1  3  1  2  0.11978095
1  3  1  3  0.04106972
1  3  1  4  0.05620239
1  3  2  1  0.11978095
1  3  2  2  0.13847099
1  3  2  3  0.07044333
1  3  2  4  0.08881474
1  3  3  1  0.04106972
1  3  3  2  0.07044333
1  3  3  3  0.14658113
1  3  3  4  0.08716024
1  3  4  1  0.05620239
1  3  4  2  0.08881474
1  3  4  3  0.08716024
1  3  4  4  0.10085312
1  4  1  1  0.34368858
1  4  1  2  0.18896662
1  4  1  3  0.05620239
1  4  1  4  0.08514275
1  4  2  1  0.18896662
1  4  2  2  0.21453944
1  4  2  3  0.09071764
1  4  2  4  0.12910166
1  4  3  1  0.05620239
1  4  3  2  0.09071764
1  4  3  3  0.17587675
1  4  3  4  0.10988395
1  4  4  1  0.08514275
1  4  4  2  0.12910166
1  4  4  3  0.10988395
1  4  4  4  0.13864810
2  1  1  1  0.78544719
2  1  1  2  0.42702546
2  1  1  3  0.11978095
2  1  1  4  0.18896662
2  1  2  1  0.42702546
2  1  2  2  0.47618957
2  1  2  3  0.18653952
2  1  2  4  0.27806799
2  1  3  1  0.11978095
2  1  3  2  0.18653952
2  1  3  3  0.35179663
2  1  3  4  0.22323419
2  1  4  1  0.18896662
2  1  4  2  0.27806799
2  1  4  3  0.22323419
2  1  4  4  0.29033110
2  2  1  1  0.80395186
2  2  1  2  0.47618957
2  2  1  3  0.13847099
2  2  1  4  0.21453944
2  2  2  1  0.47618957
2  2  2  2  0.61593794
2  2  2  3  0.25264419
2  2  2  4  0.37574087
2  2  3  1  0.13847099
2  2  3  2  0.25264419
2  2  3  3  0.51241138
2  2  3  4  0.32272483
2  2  4  1  0.21453944
2  2  4  2  0.37574087
2  2  4  3  0.32272483
2  2  4  4  0.42368673
2  3  1  1  0.30783235
2  3  1  2  0.18653952
2  3  1  3  0.07044333
2  3  1  4  0.09071764
2  3  2  1  0.18653952
2  3  2  2  0.25264419
2  3  2  3  0.15559431
2  3  2  4  0.18006325
2  3  3  1  0.07044333
2  3  3  2  0.15559431
2  3  3  3  0.38122783
2  3  3  4  0.21768400
2  3  4  1  0.09071764
2  3  4  2  0.18006325
2  3  4  3  0.21768400
2  3  4  4  0.23965471
2  4  1  1  0.46101624
2  4  1  2  0.27806799
2  4  1  3  0.08881474
2  4  1  4  0.12910166
2  4  2  1  0.27806799
2  4  2  2  0.37574087
2  4  2  3  0.18006325
2  4  2  4  0.24666919
2  4  3  1  0.08881474
2  4  3  2  0.18006325
2  4  3  3  0.39545974
2  4  3  4  0.24370554
2  4  4  1  0.12910166
2  4  4  2  0.24666919
2  4  4  3  0.24370554
2  4  4  4  0.30643133
3  1  1  1  0.21516822
3  1  1  2  0.11978095
3  1  1  3  0.04106972
